0	-10	0.000224206
2.26757e-05	2	0.00026402
4.53515e-05	15	0.000594409
6.80272e-05	10	0.000805288
9.07029e-05	-10	0.00101144
0.000113379	-16	0.00134749
0.000136054	-5	0.00142938
0.00015873	8	0.0015767
0.000181406	13	0.00183282
0.000204082	14	0.00210561
0.000226757	16	0.00241713
0.000249433	3	0.0024302
0.000272109	-28	0.00300349
0.000294785	-47	0.00398992
0.00031746	-31	0.0045955
0.000340136	5	0.00460457
0.000362812	21	0.00497216
0.000385488	9	0.00506247
0.000408163	-8	0.00512833
0.000430839	-9	0.00521513
0.000453515	1	0.00512063
0.00047619	6	0.00514035
0.000498866	8	0.00520446
0.000521542	18	0.00549134
0.000544218	30	0.00604084
0.000566893	26	0.00648834
0.000589569	3	0.00641013
0.000612245	-24	0.0068045
0.000634921	-33	0.00739182
0.000657596	-18	0.00762966
0.000680272	8	0.00763796
0.000702948	28	0.00809449
0.000725624	33	0.00865289
0.000748299	21	0.00892972
0.000770975	1	0.00875193
0.000793651	-15	0.00889202
0.000816327	-19	0.00911864
0.000839002	-11	0.00916082
0.000861678	-1	0.00897785
0.000884354	6	0.00891109
0.000907029	8	0.00889066
0.000929705	7	0.00884827
0.000952381	0	0.00864989
0.000975057	-6	0.00859048
0.000997732	-4	0.00848755
0.00102041	12	0.00856631
0.00104308	32	0.0090917
0.00106576	40	0.00978468
0.00108844	33	0.0103052
0.00111111	18	0.0104777
0.00113379	3	0.0103101
0.00115646	-7	0.0102358
0.00117914	-13	0.0102978
0.00120181	-12	0.010336
0.00122449	-5	0.0102163
0.00124717	2	0.0100321
0.00126984	7	0.00996414
0.00129252	10	0.00996495
0.00131519	14	0.0100554
0.00133787	14	0.0101439
0.00136054	12	0.0101855
0.00138322	18	0.0103607
0.0014059	35	0.0109131
0.00142857	48	0.0117446
0.00145125	40	0.0123781
0.00147392	12	0.0123696
0.0014966	-12	0.0123614
0.00151927	-14	0.0123981
0.00154195	-1	0.0121425
0.00156463	8	0.0120497
0.0015873	7	0.0119364
0.00160998	4	0.0117585
0.00163265	3	0.0115621
0.00165533	2	0.0113477
0.001678	3	0.0111606
0.00170068	12	0.0111794
0.00172336	22	0.011422
0.00174603	20	0.0116143
0.00176871	4	0.0114436
0.00179138	-11	0.0114337
0.00181406	-13	0.0114688
0.00183673	-14	0.0115255
0.00185941	-25	0.0118276
0.00188209	-39	0.0124369
0.00190476	-34	0.0129203
0.00192744	-14	0.0129445
0.00195011	-6	0.0127888
0.00197279	-20	0.0129505
0.00199546	-35	0.0134449
0.00201814	-25	0.0137039
0.00204082	2	0.0134415
0.00206349	16	0.0134989
0.00208617	6	0.0133308
0.00210884	-10	0.0132561
0.00213152	-16	0.0133176
0.0021542	-17	0.0134002
0.00217687	-19	0.0135257
0.00219955	-13	0.0135139
0.00222222	6	0.0133455
0.0022449	21	0.0135171
0.00226757	13	0.0135055
0.00229025	-14	0.0135166
0.00231293	-31	0.0139086
0.0023356	-24	0.0141348
0.00235828	-8	0.0139973
0.00238095	-6	0.013818
0.00240363	-13	0.0137996
0.0024263	-11	0.0137369
0.00244898	2	0.0134737
0.00247166	12	0.0134407
0.00249433	7	0.0132963
0.00251701	-4	0.0130878
0.00253968	-9	0.0129962
0.00256236	-9	0.0129066
0.00258503	-13	0.0129087
0.00260771	-20	0.0130677
0.00263039	-24	0.0133128
0.00265306	-17	0.0133955
0.00267574	-5	0.0132072
0.00269841	5	0.0130232
0.00272109	3	0.0127985
0.00274376	-13	0.012803
0.00276644	-33	0.0132558
0.00278912	-42	0.0139003
0.00281179	-31	0.0142837
0.00283447	-11	0.0142101
0.00285714	0	0.0138915
0.00287982	-2	0.0136249
0.00290249	-12	0.0135884
0.00292517	-20	0.0137322
0.00294785	-24	0.0139624
0.00297052	-20	0.0140977
0.0029932	-3	0.0138489
0.00301587	15	0.0138747
0.00303855	17	0.0139448
0.00306122	-3	0.0136994
0.0030839	-21	0.0138631
0.00310658	-9	0.0137541
0.00312925	26	0.0140286
0.00315193	51	0.0148575
0.0031746	41	0.0154437
0.00319728	9	0.0152992
0.00321995	-12	0.0152252
0.00324263	-13	0.0151753
0.00326531	-6	0.0149696
0.00328798	-1	0.0146564
0.00331066	3	0.0143951
0.00333333	8	0.0142517
0.00335601	7	0.0140891
0.00337868	-1	0.0137956
0.00340136	-6	0.0136209
0.00342404	3	0.0133827
0.00344671	19	0.0135087
0.00346939	27	0.0138112
0.00349206	22	0.0139948
0.00351474	10	0.0139052
0.00353741	0	0.0135934
0.00356009	-2	0.0133335
0.00358277	4	0.0131242
0.00360544	17	0.0132111
0.00362812	28	0.0135427
0.00365079	25	0.0137996
0.00367347	10	0.0137144
0.00369615	1	0.0134293
0.00371882	10	0.0133524
0.0037415	24	0.0135912
0.00376417	25	0.013847
0.00378685	14	0.0138504
0.00380952	9	0.0137416
0.0038322	17	0.0138147
0.00385488	26	0.0140879
0.00387755	21	0.0142429
0.00390023	11	0.0141702
0.0039229	12	0.0141215
0.00394558	24	0.014343
0.00396825	33	0.0147613
0.00399093	32	0.0151478
0.00401361	29	0.0154584
0.00403628	29	0.015762
0.00405896	27	0.0160139
0.00408163	17	0.0160361
0.00410431	6	0.015811
0.00412698	2	0.0155014
0.00414966	2	0.0151987
0.00417234	-7	0.0150149
0.00419501	-24	0.0152163
0.00421769	-37	0.0157047
0.00424036	-32	0.0160701
0.00426304	-16	0.0160685
0.00428571	-2	0.0157531
0.00430839	5	0.015512
0.00433107	6	0.0152987
0.00435374	-1	0.0149781
0.00437642	-15	0.0149786
0.00439909	-26	0.0152257
0.00442177	-27	0.0154897
0.00444444	-17	0.0155236
0.00446712	-10	0.0153997
0.0044898	-12	0.0153235
0.00451247	-15	0.0153163
0.00453515	-9	0.0151746
0.00455782	2	0.0148793
0.0045805	8	0.014725
0.00460317	2	0.0144397
0.00462585	-7	0.0142729
0.00464853	-10	0.0141771
0.0046712	-7	0.0140162
0.00469388	-2	0.0137468
0.00471655	1	0.013461
0.00473923	3	0.0132265
0.0047619	2	0.0129748
0.00478458	-2	0.0127287
0.00480726	-6	0.0125778
0.00482993	-5	0.0124079
0.00485261	-4	0.0122194
0.00487528	-7	0.0121024
0.00489796	-13	0.0121225
0.00492063	-12	0.0121198
0.00494331	-3	0.0119153
0.00496599	5	0.0117603
0.00498866	3	0.0115639
0.00501134	-8	0.0114839
0.00503401	-16	0.0115852
0.00505669	-14	0.0116393
0.00507937	-8	0.0115577
0.00510204	-7	0.0114556
0.00512472	-13	0.0114902
0.00514739	-18	0.0116361
0.00517007	-14	0.0116891
0.00519274	-4	0.0115167
0.00521542	4	0.0113482
0.0052381	2	0.0111386
0.00526077	-10	0.0111131
0.00528345	-22	0.0113572
0.00530612	-23	0.0116182
0.0053288	-11	0.0116044
0.00535147	3	0.0114114
0.00537415	5	0.0112677
0.00539683	-9	0.0112169
