0	0.15
2.26757e-05	0.15
4.53515e-05	0.15
6.80272e-05	0.15
9.07029e-05	0.15
0.000113379	0.15
0.000136054	0.15
0.00015873	0.15
0.000181406	0.15
0.000204082	0.15
0.000226757	0.15
0.000249433	0.15
0.000272109	0.15
0.000294785	0.15
0.00031746	0.15
0.000340136	0.15
0.000362812	0.15
0.000385488	0.15
0.000408163	0.15
0.000430839	0.15
0.000453515	0.15
0.00047619	0.15
0.000498866	0.15
0.000521542	0.15
0.000544218	0.15
0.000566893	0.15
0.000589569	0.15
0.000612245	0.15
0.000634921	0.15
0.000657596	0.15
0.000680272	0.15
0.000702948	0.15
0.000725624	0.15
0.000748299	0.15
0.000770975	0.15
0.000793651	0.15
0.000816327	0.15
0.000839002	0.15
0.000861678	0.15
0.000884354	0.15
0.000907029	0.15
0.000929705	0.15
0.000952381	0.15
0.000975057	0.15
0.000997732	0.15
0.00102041	0.15
0.00104308	0.15
0.00106576	0.15
0.00108844	0.15
0.00111111	0.15
0.00113379	0.15
0.00115646	0.15
0.00117914	0.15
0.00120181	0.15
0.00122449	0.15
0.00124717	0.15
0.00126984	0.15
0.00129252	0.15
0.00131519	0.15
0.00133787	0.15
0.00136054	0.15
0.00138322	0.15
0.0014059	0.15
0.00142857	0.15
0.00145125	0.15
0.00147392	0.15
0.0014966	0.15
0.00151927	0.15
0.00154195	0.15
0.00156463	0.15
0.0015873	0.15
0.00160998	0.15
0.00163265	0.15
0.00165533	0.15
0.001678	0.15
0.00170068	0.15
0.00172336	0.15
0.00174603	0.15
0.00176871	0.15
0.00179138	0.15
0.00181406	0.15
0.00183673	0.15
0.00185941	0.15
0.00188209	0.15
0.00190476	0.15
0.00192744	0.15
0.00195011	0.15
0.00197279	0.15
0.00199546	0.15
0.00201814	0.15
0.00204082	0.15
0.00206349	0.15
0.00208617	0.15
0.00210884	0.15
0.00213152	0.15
0.0021542	0.15
0.00217687	0.15
0.00219955	0.15
0.00222222	0.15
0.0022449	0.15
0.00226757	0.15
0.00229025	0.15
0.00231293	0.15
0.0023356	0.15
0.00235828	0.15
0.00238095	0.15
0.00240363	0.15
0.0024263	0.15
0.00244898	0.15
0.00247166	0.15
0.00249433	0.15
0.00251701	0.15
0.00253968	0.15
0.00256236	0.15
0.00258503	0.15
0.00260771	0.15
0.00263039	0.15
0.00265306	0.15
0.00267574	0.15
0.00269841	0.15
0.00272109	0.15
0.00274376	0.15
0.00276644	0.15
0.00278912	0.15
0.00281179	0.15
0.00283447	0.15
0.00285714	0.15
0.00287982	0.15
0.00290249	0.15
0.00292517	0.15
0.00294785	0.15
0.00297052	0.15
0.0029932	0.15
0.00301587	0.15
0.00303855	0.15
0.00306122	0.15
0.0030839	0.15
0.00310658	0.15
0.00312925	0.15
0.00315193	0.15
0.0031746	0.15
0.00319728	0.15
0.00321995	0.15
0.00324263	0.15
0.00326531	0.15
0.00328798	0.15
0.00331066	0.15
0.00333333	0.15
0.00335601	0.15
0.00337868	0.15
0.00340136	0.15
0.00342404	0.15
0.00344671	0.15
0.00346939	0.15
0.00349206	0.15
0.00351474	0.15
0.00353741	0.15
0.00356009	0.15
0.00358277	0.15
0.00360544	0.15
0.00362812	0.15
0.00365079	0.15
0.00367347	0.15
0.00369615	0.15
0.00371882	0.15
0.0037415	0.15
0.00376417	0.15
0.00378685	0.15
0.00380952	0.15
0.0038322	0.15
0.00385488	0.15
0.00387755	0.15
0.00390023	0.15
0.0039229	0.15
0.00394558	0.15
0.00396825	0.15
0.00399093	0.15
0.00401361	0.15
0.00403628	0.15
0.00405896	0.15
0.00408163	0.15
0.00410431	0.15
0.00412698	0.15
0.00414966	0.15
0.00417234	0.15
0.00419501	0.15
0.00421769	0.15
0.00424036	0.15
0.00426304	0.15
0.00428571	0.15
0.00430839	0.15
0.00433107	0.15
0.00435374	0.15
0.00437642	0.15
0.00439909	0.15
0.00442177	0.15
0.00444444	0.15
0.00446712	0.15
0.0044898	0.15
0.00451247	0.15
0.00453515	0.15
0.00455782	0.15
0.0045805	0.15
0.00460317	0.15
0.00462585	0.15
0.00464853	0.15
0.0046712	0.15
0.00469388	0.15
0.00471655	0.15
0.00473923	0.15
0.0047619	0.15
0.00478458	0.15
0.00480726	0.15
0.00482993	0.15
0.00485261	0.15
0.00487528	0.15
0.00489796	0.15
0.00492063	0.15
0.00494331	0.15
0.00496599	0.15
0.00498866	0.15
0.00501134	0.15
0.00503401	0.15
0.00505669	0.15
0.00507937	0.15
